产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333KD02S,300Dx1138Wx681Hmm,复古色,1,LNSLSD65254BZ,1,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333KD02S,300Dx1138Wx681Hmm,复古色,2,NLPLS6022BH,2,M6x22内六角螺丝,M6x22mm,#10,黑色,五金包,29+2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333KD02S,300Dx1138Wx681Hmm,复古色,3,NLPLS6010BH,3,M6x10内六角螺丝,M6x10mm,#10,黑色,五金包,4+1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333KD02S,300Dx1138Wx681Hmm,复古色,4,BCLS129228BH,4,把手,129x22x8mm,PP&GF40,黑色,五金包,10
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333KD02S,300Dx1138Wx681Hmm,复古色,5,ZGLS4010CZ,5,ST4x10圆头十字自攻螺丝,ST4x10mm,#10,黑色,五金包,20+2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333KD02S,300Dx1138Wx681Hmm,复古色,6,SLPZLS6030WH,6,塑料膨胀螺丝,6x30mm,PP,白色,五金包,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333KD02S,300Dx1138Wx681Hmm,复古色,7,ZGLS3560BH,6,自攻螺丝,M3.5*60mm,#10,黑色,五金包,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333KD02S,300Dx1138Wx681Hmm,复古色,8,TZJD629825BH,7,10-底脚,M6x10mm,PP&镀锌碳钢,黑色,五金包,6
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333KD02S,300Dx1138Wx681Hmm,复古色,9,NLDP15508020BH,8,尼龙垫片,外径15.5×内孔8.0×厚2.0mm,PP,黑色,五金包,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,1,LG05254WH,X01,254拉杆,Ø5x254mm,Q195,白砂纹,零件,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,2,SLHGZZ001WH,BL,280mm布抽条左,280x25x23mm,PP&GF40,白色,零件,10
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,3,SLHGZY001WH,BR,280mm布抽条右,280x25x23mm,PP&GF40,白色,零件,10
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,4,ZJG150654WH,M,54底脚,70x15x15,Q195,白砂纹,零件,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,5,LGS333YKWH,E,LGS333-433右侧框,659x290x15mm,Q195,白砂纹,零件,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,6,LGS333ZKWH,D,LGS333-433左侧框,659x290x15mm,Q195,白砂纹,零件,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,7,LGS333XZQSLWH,L2,LGS333_334_433_434中竖梁-前,391x15x15mm,Q195,白砂纹,零件,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,8,LGS333XZHSLWH,L1,LGS333_334_433_434中竖梁-后,391x15x15mm,Q195,白砂纹,零件,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,9,LGS333SQHLWH,G,LGS333_433_733_833底部横杆前,1098x15x15mm,Q195,白砂纹,零件,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,10,LGS333XHHLWH,F,LGS333_433_733_833底部横杆后,1098x15x15mm,Q195,白砂纹,零件,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,11,LGS333SZKWH,I,LGS333_723_733支撑框,290x178x15mm,Q195,白砂纹,零件,3
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,12,LGS333SQHLWH,C,LGS333_733顶部横杆,1098x15x15mm,Q195,白砂纹,零件,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,13,LGS333DB101WH,A,LGS333_顶面板,1138x300x12mm,PB,白色,零件,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,14,BC255282166WH,Y10,LGS布抽25.7x28x16.8,280x257x168mm,MDF&无纺布,白色,零件,4
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,15,BC348282186WH,Y05,LGS布抽35x28x18.7,280x350x187mm,MDF&无纺布,白色,零件,6
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,16,BCDB24527223WH,Z01,LGS布抽底板28x25.7,275x252x3mm,MDF&无纺布,白色,零件,4
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,17,BCDB33827223WH,Z05,LGS布抽底板28x35,275x345x3mm,MDF&无纺布,白色,零件,6
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,18,LGS333PKXWH,无,平口箱,1185×330×110mm,瓦楞纸,纸色,包材,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,19,ZHJ5050100,无,纸护角,50×50×100mm,瓦楞纸,纸色,包材,4
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,20,PPHJ1285,无,PP护角,"内径高12mm,边厚度8.5mm",PP,黑色,包材,4
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,21,LGS333PM001,无,泡沫,"20kg,320×100×8mm",EPS泡沫,白色,包材,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,22,LGS333ZK,无,纸卡,单瓦1100×60mm,瓦楞纸单瓦,纸色,包材,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,23,LGS333SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,24,XHBBL010,无,序号标BL,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,25,XHBBR010,无,序号标BR,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,26,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,1,LNSLSD65254BZ,1,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,2,NLPLS6022BZ,2,M6x22内六角螺丝,M6x22mm,#10,镀锌,五金包,29+2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,3,NLPLS6010BZ,3,M6x10内六角螺丝,M6x10mm,#10,镀锌,五金包,4+1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,4,BCLS129228WH,4,把手,129x22x8mm,PP&GF40,白色,五金包,10
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,5,ZGLS4010CZ,5,ST4x10圆头十字自攻螺丝,ST4x10mm,#10,镀锌,五金包,20+2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,6,SLPZLS6030WH,6,塑料膨胀螺丝,6x30mm,PP,镀锌,五金包,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,7,ZGLS3560BH,6,自攻螺丝,M3.5*60mm,#10,镀锌,五金包,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,8,TZJD629825WH,7,10-底脚,M6x10mm,PP&镀锌碳钢,白色,五金包,6
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333WH02S,300Dx1138Wx681Hmm,白色,9,NLDP15508020BH,8,尼龙垫片,外径15.5×内孔8.0×厚2.0mm,PP,白色,五金包,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,1,LG05254BH,X01,254拉杆,Ø5x254mm,Q195,黑砂纹,零件,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,2,SLHGZZ001BH,BL,280mm布抽条左,280x25x23mm,PP&GF40,黑色,零件,10
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,3,SLHGZY001BH,BR,280mm布抽条右,280x25x23mm,PP&GF40,黑色,零件,10
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,4,ZJG150654BH,M,54底脚,70x15x15,Q195,黑砂纹,零件,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,5,LGS333YKBH,E,LGS333-433右侧框,659x290x15mm,Q195,黑砂纹,零件,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,6,LGS333ZKBH,D,LGS333-433左侧框,659x290x15mm,Q195,黑砂纹,零件,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,7,LGS333XZQSLBH,L2,LGS333_334_433_434中竖梁-前,391x15x15mm,Q195,黑砂纹,零件,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,8,LGS333XZHSLBH,L1,LGS333_334_433_434中竖梁-后,391x15x15mm,Q195,黑砂纹,零件,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,9,LGS333SQHLBH,G,LGS333_433_733_833底部横杆前,1098x15x15mm,Q195,黑砂纹,零件,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,10,LGS333XHHLBH,F,LGS333_433_733_833底部横杆后,1098x15x15mm,Q195,黑砂纹,零件,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,11,LGS333SZKBH,I,LGS333_723_733支撑框,290x178x15mm,Q195,黑砂纹,零件,3
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,12,LGS333SQHLBH,C,LGS333_733顶部横杆,1098x15x15mm,Q195,黑砂纹,零件,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,13,LGS333DB101BH,A,LGS333_顶面板,1138x300x12mm,PB,黑砂纹,零件,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,14,BC255282166BH,Y10,LGS布抽25.7x28x16.8,280x257x168mm,MDF&无纺布,黑色,零件,4
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,15,BC348282186BH,Y05,LGS布抽35x28x18.7,280x350x187mm,MDF&无纺布,黑色,零件,6
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,16,BCDB24527223BH,Z01,LGS布抽底板28x25.7,275x252x3mm,MDF&无纺布,黑色,零件,4
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,17,BCDB33827223BH,Z05,LGS布抽底板28x35,275x345x3mm,MDF&无纺布,黑色,零件,6
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,18,LGS333PKXBH,无,平口箱,1185×330×110mm,瓦楞纸,纸色,包材,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,19,ZHJ5050100,无,纸护角,50×50×100mm,瓦楞纸,纸色,包材,4
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,20,PPHJ1285,无,PP护角,"内径高12mm,边厚度8.5mm",PP,黑色,包材,4
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,21,LGS333PM001,无,泡沫,"20kg,320×100×8mm",EPS泡沫,白色,包材,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,22,LGS333ZK,无,纸卡,单瓦1100×60mm,瓦楞纸单瓦,纸色,包材,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,23,LGS333SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,24,XHBBL010,无,序号标BL,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,25,XHBBR010,无,序号标BR,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,26,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,1,LNSLSD65254BZ,1,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,2,NLPLS6022BH,2,M6x22内六角螺丝,M6x22mm,#10,黑色,五金包,29+2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,3,NLPLS6010BH,3,M6x10内六角螺丝,M6x10mm,#10,黑色,五金包,4+1
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,4,BCLS129228BH,4,把手,129x22x8mm,PP&GF40,黑色,五金包,10
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,5,ZGLS4010CZ,5,ST4x10圆头十字自攻螺丝,ST4x10mm,#10,黑色,五金包,20+2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,6,SLPZLS6030WH,6,塑料膨胀螺丝,6x30mm,PP,白色,五金包,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,7,ZGLS3560BH,6,自攻螺丝,M3.5*60mm,#10,黑色,五金包,2
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,8,TZJD629825BH,7,10-底脚,M6x10mm,PP&镀锌碳钢,黑色,五金包,6
BOM - LGS333-3列3层基础款10抽斗柜-45inch,LGS333BH02S,300Dx1138Wx681Hmm,黑色,9,NLDP15508020BH,8,尼龙垫片,外径15.5×内孔8.0×厚2.0mm,PP,黑色,五金包,2
